row,col,cell_idx,x_center_m,y_center_m,lon,lat,is_riau
12,21,1041,-1337500.0,-292500.0,100.9875169784792,-0.5829631969902568,False
12,22,1042,-1332500.0,-292500.0,101.03241987717827,-0.583458265668988,False
12,23,1043,-1327500.0,-292500.0,101.07732281609695,-0.5839514801997678,False
12,24,1044,-1322500.0,-292500.0,101.12222579508442,-0.5844428405824431,False
12,25,1045,-1317500.0,-292500.0,101.16712881398982,-0.584932346816805,False
12,26,1046,-1312500.0,-292500.0,101.21203187266228,-0.5854199989021607,True
12,27,1047,-1307500.0,-292500.0,101.25693497095098,-0.5859057968381333,True
12,28,1048,-1302500.0,-292500.0,101.30183810870506,-0.5863897406242717,True
12,29,1049,-1297500.0,-292500.0,101.34674128577367,-0.58687183026003,True
12,30,1050,-1292500.0,-292500.0,101.39164450200597,-0.5873520657450616,True
12,31,1051,-1287500.0,-292500.0,101.43654775725109,-0.5878304470791406,True
12,32,1052,-1282500.0,-292500.0,101.48145105135816,-0.5883069742616541,True
12,33,1053,-1277500.0,-292500.0,101.52635438417639,-0.588781647292208,True
12,34,1054,-1272500.0,-292500.0,101.57125775555487,-0.5892544661700997,True
12,35,1055,-1267500.0,-292500.0,101.61616116534276,-0.5897254308953512,True
12,36,1056,-1262500.0,-292500.0,101.6610646133892,-0.5901945414670331,True
12,37,1057,-1257500.0,-292500.0,101.70596809954336,-0.5906617978853705,True
12,38,1058,-1252500.0,-292500.0,101.75087162365435,-0.5911272001492459,True
12,39,1059,-1247500.0,-292500.0,101.79577518557132,-0.5915907482589111,True
12,40,1060,-1242500.0,-292500.0,101.84067878514342,-0.592052442213217,True
12,41,1061,-1237500.0,-292500.0,101.88558242221978,-0.5925122820124616,True
12,42,1062,-1232500.0,-292500.0,101.93048609664956,-0.5929702676557376,True
12,43,1063,-1227500.0,-292500.0,101.97538980828188,-0.5934263991426678,True
12,44,1064,-1222500.0,-292500.0,102.02029355696588,-0.5938806764731127,True
12,45,1065,-1217500.0,-292500.0,102.0651973425507,-0.5943330996464098,True
12,46,1066,-1212500.0,-292500.0,102.11010116488548,-0.5947836686625833,True
12,47,1067,-1207500.0,-292500.0,102.15500502381934,-0.5952323835202957,True
12,48,1068,-1202500.0,-292500.0,102.19990891920145,-0.5956792442200269,True
12,49,1069,-1197500.0,-292500.0,102.2448128508809,-0.5961242507608958,True
12,50,1070,-1192500.0,-292500.0,102.28971681870685,-0.596567403142434,True
12,51,1071,-1187500.0,-292500.0,102.33462082252845,-0.597008701364684,True
12,52,1072,-1182500.0,-292500.0,102.3795248621948,-0.5974481454271469,True
12,53,1073,-1177500.0,-292500.0,102.42442893755504,-0.5978857353288386,True
12,54,1074,-1172500.0,-292500.0,102.4693330484583,-0.5983214710701255,True
12,55,1075,-1167500.0,-292500.0,102.51423719475372,-0.5987553526497784,True
12,56,1076,-1162500.0,-292500.0,102.55914137629041,-0.5991873800683655,True
12,57,1077,-1157500.0,-292500.0,102.60404559291753,-0.5996175533246265,True
